Date,Close,Contrast;,Fluctuation,Poetry,High,Low,Volume,Transaction price,Market capitalization,Stocks
2020-12-30,2650,150,6,2515,2925,2450,1472052,3987569690,71158658600,26852324
2020-12-29,2500,-175,-6.54,2640,2680,2485,328018,844270760,58543062500,23417225
2020-12-28,2675,50,1.9,2595,2700,2490,506930,1309884810,62641076875,23417225
2020-12-24,2625,-5,-0.19,2615,2665,2530,267663,697274885,61470215625,23417225
2020-12-23,2630,-95,-3.49,2750,2775,2535,387148,1014531990,61587301750,23417225
2020-12-22,2725,20,0.74,2705,2820,2650,196232,539828040,63811938125,23417225
2020-12-21,2705,-140,-4.92,2845,2845,2700,222418,608124665,63343593625,23417225
2020-12-18,2845,-15,-0.52,2860,2875,2730,275814,778748595,66622005125,23417225
2020-12-17,2860,35,1.24,2825,2875,2610,930866,2559318820,66973263500,23417225
2020-12-16,2825,-115,-3.91,3040,3090,2790,435595,1246507060,66153660625,23417225
2020-12-15,2940,-80,-2.65,3020,3190,2900,615507,1856086085,65560388880,22299452
2020-12-14,3020,-260,-7.93,3280,3280,2965,583359,1776048470,67344345040,22299452
2020-12-11,3280,-170,-4.93,3465,3465,3230,525585,1742405295,73142202560,22299452
2020-12-10,3450,240,7.48,3265,3545,3150,1140902,3865993515,76933109400,22299452
2020-12-09,3210,-30,-0.93,3400,3400,3150,229961,737661165,71581240920,22299452
2020-12-08,3240,35,1.09,3205,3360,2915,606282,1965241845,72250224480,22299452
2020-12-07,3205,225,7.55,3060,3240,3000,1056619,3286983420,71469743660,22299452
2020-12-04,2980,-355,-10.64,3340,3365,2825,2425517,7169299840,66452366960,22299452
2020-12-03,3335,-150,-4.3,3545,3545,3220,521370,1768279845,74368672420,22299452
2020-12-02,3485,-50,-1.41,3525,3565,3460,491973,1723062475,77713590220,22299452
2020-12-01,3535,-10,-0.28,3575,3590,3310,728043,2518689130,78828562820,22299452
2020-11-30,3545,195,5.82,3315,3545,3310,624173,2159988360,79051557340,22299452
2020-11-27,3350,250,8.06,3100,3440,3100,852828,2807242995,74703164200,22299452
2020-11-26,3100,-30,-0.96,3130,3140,3040,349351,1080009890,69128301200,22299452
2020-11-25,3130,215,7.38,2905,3350,2800,1823818,5695265395,69797284760,22299452
